pid,wave,rfinc,jbhrs,jbsat2x,jbsat4x,jbsat6x,jbsat7x,jbsat,age,union,unionm,jobop,ten,soc1x,soc2x,soc3x,soc4x,soc5x,soc6x,soc7x,soc8x,soc9x,reg1x,reg2x,reg3x,reg4x,reg5x,reg6x,reg7x,reg8x,reg9x,reg10x,reg11x,reg12x,hourlypay,logpay,female,sest,mest,lest,npermj,parth
10023526,12,30127.686,39,2,6,completely satis       ,5,5,49,,,1.0,14,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2742512,1.1860892,1,0,0,1,0,0
10023526,13,6414.782,32,2,5,completely satis       ,6,5,50,0.0,,1.0,10,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7920573,1.3329086,1,0,0,1,0,0
10023526,14,13681.233,39,2,6,completely satis       ,6,3,51,0.0,,1.0,16,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0472031,0.04612286,1,0,0,1,0,0
10023526,15,12748.898,39,not satis at all       ,not satis/dissat       ,completely satis       ,5,6,52,,,1.0,16,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8523176,1.3486749,1,0,0,1,0,0
10023526,16,15649.355,39,not satis at all       ,not satis at all       ,6,6,5,53,1.0,0.0,1.0,17,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3664465,1.4739496,1,0,0,1,0,0
10023526,17,22445.459,39,3,5,completely satis       ,completely satis       ,6,54,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.580082,1.2753857,1,0,0,1,0,0
10023526,18,27587.932,39,3,6,completely satis       ,6,6,55,1.0,1.0,1.0,2,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6729732,1.3010014,1,0,0,1,0,0
10023569,2,20332.572,20,5,not satis/dissat       ,6,5,6,36,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6101086,1.2837379,0,1,0,0,1,1
10024646,1,4605.702,54,not satis/dissat       ,5,not satis/dissat       ,3,5,25,0.0,0.0,0.0,3,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9221548,0.65344685,0,0,1,0,0,0
10024646,2,6440.0234,54,not satis/dissat       ,not satis/dissat       ,not satis/dissat       ,completely satis       ,not satis/dissatis     ,26,0.0,0.0,0.0,4,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4703505,0.90436006,0,1,0,0,0,0
10024646,3,12513.899,60,6,not satis/dissat       ,completely satis       ,completely satis       ,6,27,0.0,0.0,0.0,5,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0517669,0.7187013,0,0,1,0,0,0
10025804,7,21466.459,40,5,6,completely satis       ,completely satis       ,6,34,0.0,,0.0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4945054,1.7037486,0,1,0,0,0,0
10025804,8,20949.662,40,3,not satis at all       ,6,6,5,35,0.0,,0.0,3,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3123674,1.6700376,0,1,0,0,0,0
10025804,9,17083.996,40,2,not satis at all       ,5,6,5,36,0.0,,0.0,4,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2360992,1.6555768,0,1,0,0,0,0
10028005,1,12499.573,37,not satis/dissat       ,completely satis       ,not satis/dissat       ,6,5,30,0.0,0.0,1.0,2,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.013267,1.9478036,0,0,0,1,0,0
10028005,2,14078.379,37,6,6,6,6,5,31,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3684874,1.9972124,0,0,0,1,0,0
10028005,3,14490.367,37,3,completely satis       ,6,3,not satis/dissatis     ,32,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.395233,2.0008357,0,0,1,0,0,0
10028005,4,10497.9795,72,not satis/dissat       ,6,6,not satis/dissatis     ,6,33,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4519024,1.4933316,0,0,0,1,0,0
10028005,5,12422.769,37,6,6,6,5,6,34,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3260655,1.9914386,0,0,1,0,0,0
10028005,6,15102.16,37,not satis/dissat       ,6,not satis/dissat       ,3,3,35,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.175256,2.101112,0,0,0,1,0,0
10028005,7,13869.981,37,not satis/dissat       ,6,6,5,5,36,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5773563,2.0251644,0,0,0,1,0,0
10028005,8,13183.537,37,5,completely satis       ,6,5,6,37,0.0,0.0,0.0,9,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4660296,2.0103633,0,0,0,1,0,0
10028005,9,12834.143,38,6,completely satis       ,6,5,6,38,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61402,1.8891916,0,0,0,1,0,0
10028005,10,10677.325,38,5,completely satis       ,6,not satis/dissatis     ,5,39,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6393504,1.5345744,0,1,0,0,0,0
10028005,11,16630.877,39,completely satis       ,6,6,6,6,40,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58189,2.5322585,0,1,0,0,1,0
10028005,12,13670.606,37,6,6,6,6,6,41,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0849123,1.9579675,0,0,0,1,0,0
10028005,13,13872.034,37,6,6,6,6,6,42,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8856125,1.9294341,0,1,0,0,0,0
10028005,14,13979.264,38,6,6,6,6,6,43,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.161547,1.968726,0,1,0,0,0,0
10028005,16,15458.818,37,5,6,6,5,5,44,1.0,1.0,1.0,3,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.452511,2.2462804,0,1,0,0,0,0
10028005,17,18568.98,37,5,6,6,6,6,45,1.0,1.0,1.0,4,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23886,2.3261902,0,1,0,0,0,0
10028005,18,19250.303,37,6,completely satis       ,completely satis       ,6,completely satis       ,47,1.0,1.0,1.0,4,0,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16272,2.318726,0,0,1,0,0,0
10028382,1,19354.365,37,completely satis       ,completely satis       ,completely satis       ,3,6,23,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.120535,2.3145666,0,0,0,1,0,0
10028382,2,11218.637,38,5,5,6,5,6,24,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.412956,2.2420871,0,0,0,1,0,0
10028382,3,19896.357,65,6,5,completely satis       ,5,6,25,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3636336,1.9965535,0,0,0,1,0,0
10028382,4,62139.688,37,6,6,completely satis       ,6,6,26,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.27537,3.268632,0,0,0,1,0,0
10028382,5,37775.85,35,6,not satis/dissat       ,6,not satis/dissatis     ,6,27,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.587275,2.9224772,0,0,0,1,0,0
10028757,1,9000.629,40,not satis/dissat       ,completely satis       ,not satis/dissat       ,not satis/dissatis     ,completely satis       ,21,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1086054,1.4130837,1,0,0,1,0,0
10029133,1,19833.033,40,2,5,completely satis       ,completely satis       ,5,29,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9658856,1.3777292,1,0,0,1,0,0
10029133,2,8712.891,40,not satis/dissat       ,5,6,5,5,30,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02698,1.3930167,1,0,0,1,0,0
10029133,3,8656.808,40,2,6,3,5,not satis/dissatis     ,31,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8030922,1.3358145,1,0,0,1,0,0
10029133,8,4222.2485,35,5,5,6,5,6,36,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3966904,1.6857859,1,0,1,0,0,0
10029133,9,10955.419,35,5,5,5,6,5,38,1.0,1.0,0.0,2,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1456075,1.8157376,1,0,1,0,0,0
10029133,10,12107.366,35,5,6,5,not satis/dissatis     ,5,38,1.0,1.0,,3,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.199396,1.8244519,1,0,1,0,0,0
10029133,11,12028.711,35,3,5,5,6,5,39,1.0,0.0,1.0,2,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.174215,1.8203818,1,1,0,0,0,0
10040404,8,3037.8774,40,not satis/dissat       ,completely satis       ,completely satis       ,6,6,25,0.0,,1.0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9513152,1.0822508,1,0,1,0,0,0
10048219,1,20904.643,22,completely satis       ,not satis/dissat       ,5,completely satis       ,5,43,1.0,0.0,0.0,5,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0983999,1.1308858,1,1,1,0,0,1
10048219,2,24674.16,23,completely satis       ,6,completely satis       ,completely satis       ,completely satis       ,43,1.0,0.0,0.0,6,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9194791,1.0714052,1,0,1,0,0,1
10048219,8,15712.796,30,completely satis       ,completely satis       ,completely satis       ,completely satis       ,completely satis       ,50,0.0,,0.0,2,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6040516,1.5269367,1,1,1,0,1,1
10048219,9,22537.588,26,completely satis       ,6,completely satis       ,completely satis       ,completely satis       ,50,0.0,,0.0,4,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.976095,1.9424894,1,1,1,0,0,1
10048243,1,20904.643,32,5,completely satis       ,completely satis       ,completely satis       ,completely satis       ,21,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.908995,1.5910692,1,1,1,0,0,0
10048243,2,24674.16,37,3,completely satis       ,completely satis       ,completely satis       ,completely satis       ,22,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0966086,1.4101595,1,0,1,0,0,0
10048243,3,14002.177,33,2,completely satis       ,completely satis       ,completely satis       ,6,23,0.0,0.0,0.0,2,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7153335,1.5508196,1,0,1,0,0,0
10048243,4,13657.477,33,3,completely satis       ,completely satis       ,completely satis       ,6,24,0.0,0.0,0.0,3,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.827945,1.7626644,1,0,1,0,0,0
10048243,5,14073.41,33,5,completely satis       ,completely satis       ,completely satis       ,6,25,0.0,0.0,0.0,4,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0080075,1.7930932,1,0,1,0,0,0
10048243,6,25849.953,33,5,completely satis       ,completely satis       ,completely satis       ,completely satis       ,26,1.0,1.0,0.0,5,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1871824,1.8224798,1,1,0,0,0,0
10048243,7,20232.531,35,not satis/dissat       ,completely satis       ,completely satis       ,completely satis       ,completely satis       ,27,1.0,1.0,0.0,6,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.791034,1.7563109,1,0,1,0,0,0
10048243,8,18401.86,35,5,completely satis       ,6,6,6,28,1.0,0.0,0.0,7,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0759506,1.8043385,1,0,1,0,0,0
10048243,10,10452.345,21,6,completely satis       ,6,completely satis       ,completely satis       ,30,1.0,1.0,0.0,9,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.457705,1.865274,1,0,1,0,0,1
10048243,11,12359.537,18,6,completely satis       ,5,6,5,31,1.0,1.0,0.0,10,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.210324,2.220325,1,0,1,0,0,1
10048243,14,36376.46,35,6,6,6,6,6,34,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0082593,1.793135,1,0,1,0,0,0
10048278,3,12434.438,12,6,completely satis       ,completely satis       ,completely satis       ,completely satis       ,21,0.0,0.0,1.0,6,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0798388,1.1248772,1,0,1,0,0,1
10048278,4,17091.533,40,3,completely satis       ,completely satis       ,3,6,22,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4698129,1.2441007,1,0,1,0,0,0
10048278,7,23490.479,38,6,completely satis       ,6,3,6,25,0.0,,1.0,2,0,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.141058,1.6372589,1,0,0,1,0,0
10048278,8,30389.727,38,3,completely satis       ,3,3,3,26,0.0,,1.0,3,0,0,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.850101,1.5789995,1,0,0,1,0,0
10048308,6,10611.595,8,6,6,5,6,6,16,,,1.0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9292731,1.3684545,1,0,1,0,1,1
10049304,1,13129.996,12,completely satis       ,completely satis       ,not satis/dissat       ,completely satis       ,completely satis       ,35,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1835206,1.1579877,1,0,1,0,1,1
10049304,5,19051.816,9,completely satis       ,5,completely satis       ,completely satis       ,6,39,0.0,,0.0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7174551,1.3130393,1,1,0,0,0,1
10049304,6,20046.61,6,not satis/dissat       ,not satis at all       ,6,3,5,40,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5841517,1.5226051,1,1,0,0,0,1
10049304,10,22199.729,23,6,6,completely satis       ,5,6,44,0.0,,1.0,1,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90615,1.3625523,1,1,0,0,0,1
10049304,11,20224.6,21,5,completely satis       ,completely satis       ,5,6,45,0.0,,0.0,2,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.109258,1.4132426,1,1,0,0,0,1
10049304,12,27835.826,21,6,6,completely satis       ,5,6,45,0.0,,0.0,5,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.729474,1.553814,1,1,0,0,0,1
10049304,13,20545.22,20,6,completely satis       ,completely satis       ,5,completely satis       ,47,0.0,,0.0,10,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.964148,1.6022416,1,1,0,0,0,1
10049304,15,35926.03,25,6,6,6,6,6,49,1.0,0.0,1.0,8,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2819915,1.1884505,1,1,0,0,0,1
10049363,8,19020.633,15,completely satis       ,completely satis       ,6,6,6,17,,,0.0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1921425,1.1606923,1,0,0,1,1,1
10049363,9,16014.542,11,completely satis       ,completely satis       ,6,6,6,18,0.0,,1.0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.168187,2.319264,1,0,0,1,0,1
